Time-stamp [msec];average number of samplings per node;average hopcount of received frames;average number of received sourced frames per node;relative delivery error [%];average energy of nodes [%];average communication energy of nodes [%];average number of extreme samplings per node;rate of alive nodes [%]
968300;12.825000;2.756076;4.800000;62.573099;3.402834;31.332458;6.150000;25.000000
968400;12.825000;2.756076;4.800000;62.573099;3.402830;31.332458;6.150000;25.000000
968500;12.825000;2.756076;4.800000;62.573099;3.402826;31.332458;6.150000;25.000000
968600;12.833333;2.753033;4.808333;62.532468;3.401314;31.333715;6.158333;25.000000
968700;12.833333;2.753033;4.808333;62.532468;3.401310;31.333715;6.158333;25.000000
968800;12.833333;2.753033;4.808333;62.532468;3.401306;31.333715;6.158333;25.000000
968900;12.833333;2.753033;4.808333;62.532468;3.401302;31.333715;6.158333;25.000000
969000;12.833333;2.753033;4.808333;62.532468;3.401298;31.333715;6.158333;25.000000
969100;12.833333;2.753033;4.808333;62.532468;3.401294;31.333715;6.158333;25.000000
969200;12.833333;2.753033;4.808333;62.532468;3.401290;31.333715;6.158333;25.000000
969300;12.833333;2.753033;4.808333;62.532468;3.401286;31.333715;6.158333;25.000000
969400;12.833333;2.753033;4.808333;62.532468;3.401282;31.333715;6.158333;25.000000
969500;12.833333;2.753033;4.808333;62.532468;3.401278;31.333715;6.158333;25.000000
969600;12.833333;2.753033;4.808333;62.532468;3.401275;31.333715;6.158333;25.000000
969700;12.833333;2.753033;4.808333;62.532468;3.401271;31.333715;6.158333;25.000000
969800;12.833333;2.753033;4.808333;62.532468;3.401267;31.333715;6.158333;25.000000
969900;12.833333;2.753033;4.808333;62.532468;3.401263;31.333715;6.158333;25.000000
970000;12.833333;2.753033;4.808333;62.532468;3.401259;31.333715;6.158333;25.000000
970100;12.833333;2.753033;4.808333;62.532468;3.401255;31.333715;6.158333;25.000000
970200;12.833333;2.753033;4.808333;62.532468;3.401251;31.333715;6.158333;25.000000
970300;12.833333;2.753033;4.808333;62.532468;3.401247;31.333715;6.158333;25.000000
970400;12.833333;2.753033;4.808333;62.532468;3.401243;31.333715;6.158333;25.000000
970500;12.833333;2.753033;4.808333;62.532468;3.401239;31.333715;6.158333;25.000000
970600;12.833333;2.753033;4.808333;62.532468;3.401235;31.333715;6.158333;25.000000
970700;12.833333;2.753033;4.808333;62.532468;3.401231;31.333715;6.158333;25.000000
970800;12.833333;2.753033;4.808333;62.532468;3.401227;31.333715;6.158333;25.000000
970900;12.833333;2.753033;4.808333;62.532468;3.401224;31.333715;6.158333;25.000000
971000;12.833333;2.753033;4.808333;62.532468;3.401220;31.333715;6.158333;25.000000
971100;12.833333;2.753033;4.808333;62.532468;3.401216;31.333715;6.158333;25.000000
971200;12.833333;2.753033;4.808333;62.532468;3.401212;31.333715;6.158333;25.000000
971300;12.841667;2.753033;4.808333;62.556781;3.401077;31.333719;6.166667;25.000000
971400;12.841667;2.753033;4.808333;62.556781;3.401073;31.333719;6.166667;25.000000
971500;12.841667;2.753033;4.808333;62.556781;3.401069;31.333719;6.166667;25.000000
971600;12.841667;2.753033;4.808333;62.556781;3.401066;31.333719;6.166667;25.000000
971700;12.841667;2.753033;4.808333;62.556781;3.401062;31.333719;6.166667;25.000000
971800;12.841667;2.753033;4.808333;62.556781;3.401058;31.333719;6.166667;25.000000
971900;12.841667;2.753033;4.808333;62.556781;3.401054;31.333719;6.166667;25.000000
972000;12.841667;2.753033;4.808333;62.556781;3.401050;31.333719;6.166667;25.000000
972100;12.841667;2.753033;4.808333;62.556781;3.401046;31.333719;6.166667;25.000000
972200;12.841667;2.753033;4.808333;62.556781;3.401042;31.333719;6.166667;25.000000
972300;12.841667;2.753033;4.808333;62.556781;3.401038;31.333719;6.166667;25.000000
972400;12.841667;2.753033;4.808333;62.556781;3.401034;31.333719;6.166667;25.000000
972500;12.841667;2.753033;4.808333;62.556781;3.401030;31.333719;6.166667;25.000000
972600;12.841667;2.753033;4.808333;62.556781;3.401026;31.333719;6.166667;25.000000
972700;12.841667;2.753033;4.808333;62.556781;3.401022;31.333719;6.166667;25.000000
972800;12.841667;2.753033;4.808333;62.556781;3.401018;31.333719;6.166667;25.000000
972900;12.841667;2.753033;4.808333;62.556781;3.401014;31.333719;6.166667;25.000000
973000;12.841667;2.753033;4.808333;62.556781;3.401011;31.333719;6.166667;25.000000
973100;12.841667;2.753033;4.808333;62.556781;3.401007;31.333719;6.166667;25.000000
973200;12.841667;2.753033;4.808333;62.556781;3.401003;31.333719;6.166667;25.000000
973300;12.841667;2.753033;4.808333;62.556781;3.400999;31.333719;6.166667;25.000000
973400;12.841667;2.753033;4.808333;62.556781;3.400995;31.333719;6.166667;25.000000
973500;12.841667;2.753033;4.808333;62.556781;3.400991;31.333719;6.166667;25.000000
973600;12.841667;2.753033;4.808333;62.556781;3.400987;31.333719;6.166667;25.000000
973700;12.841667;2.753033;4.808333;62.556781;3.400983;31.333719;6.166667;25.000000
973800;12.841667;2.753033;4.808333;62.556781;3.400979;31.333719;6.166667;25.000000
973900;12.841667;2.753033;4.808333;62.556781;3.400975;31.333719;6.166667;25.000000
974000;12.841667;2.753033;4.808333;62.556781;3.400971;31.333719;6.166667;25.000000
974100;12.841667;2.753033;4.808333;62.556781;3.400967;31.333719;6.166667;25.000000
974200;12.841667;2.753033;4.808333;62.556781;3.400963;31.333719;6.166667;25.000000
974300;12.841667;2.753033;4.808333;62.556781;3.400960;31.333719;6.166667;25.000000
974400;12.841667;2.753033;4.808333;62.556781;3.400956;31.333719;6.166667;25.000000
974500;12.850000;2.753033;4.808333;62.581064;3.400821;31.333724;6.175000;25.000000
974600;12.850000;2.753033;4.808333;62.581064;3.400817;31.333724;6.175000;25.000000
974700;12.850000;2.753033;4.808333;62.581064;3.400813;31.333724;6.175000;25.000000
974800;12.850000;2.753033;4.808333;62.581064;3.400809;31.333724;6.175000;25.000000
974900;12.850000;2.753033;4.808333;62.581064;3.400805;31.333724;6.175000;25.000000
975000;12.850000;2.753033;4.808333;62.581064;3.400802;31.333724;6.175000;25.000000
975100;12.850000;2.753033;4.808333;62.581064;3.400798;31.333724;6.175000;25.000000
975200;12.850000;2.753033;4.808333;62.581064;3.400794;31.333724;6.175000;25.000000
975300;12.850000;2.753033;4.808333;62.581064;3.400790;31.333724;6.175000;25.000000
975400;12.850000;2.753033;4.808333;62.581064;3.400786;31.333724;6.175000;25.000000
975500;12.850000;2.753033;4.808333;62.581064;3.400782;31.333724;6.175000;25.000000
975600;12.850000;2.753033;4.808333;62.581064;3.400778;31.333724;6.175000;25.000000
975700;12.850000;2.753033;4.808333;62.581064;3.400774;31.333724;6.175000;25.000000
975800;12.850000;2.753033;4.808333;62.581064;3.400770;31.333724;6.175000;25.000000
975900;12.850000;2.753033;4.808333;62.581064;3.400766;31.333724;6.175000;25.000000
976000;12.850000;2.753033;4.808333;62.581064;3.400762;31.333724;6.175000;25.000000
976100;12.850000;2.753033;4.808333;62.581064;3.400758;31.333724;6.175000;25.000000
976200;12.850000;2.753033;4.808333;62.581064;3.400754;31.333724;6.175000;25.000000
976300;12.850000;2.753033;4.808333;62.581064;3.400751;31.333724;6.175000;25.000000
976400;12.850000;2.753033;4.808333;62.581064;3.400747;31.333724;6.175000;25.000000
976500;12.850000;2.753033;4.808333;62.581064;3.400743;31.333724;6.175000;25.000000
976600;12.850000;2.753033;4.808333;62.581064;3.400739;31.333724;6.175000;25.000000
976700;12.850000;2.753033;4.808333;62.581064;3.400735;31.333724;6.175000;25.000000
976800;12.850000;2.753033;4.808333;62.581064;3.400731;31.333724;6.175000;25.000000
976900;12.850000;2.753033;4.808333;62.581064;3.400727;31.333724;6.175000;25.000000
977000;12.850000;2.753033;4.808333;62.581064;3.400723;31.333724;6.175000;25.000000
977100;12.850000;2.753033;4.808333;62.581064;3.400719;31.333724;6.175000;25.000000
977200;12.850000;2.753033;4.808333;62.581064;3.400715;31.333724;6.175000;25.000000
977300;12.850000;2.753033;4.808333;62.581064;3.400711;31.333724;6.175000;25.000000
977400;12.850000;2.753033;4.808333;62.581064;3.400707;31.333724;6.175000;25.000000
977500;12.850000;2.753033;4.808333;62.581064;3.400703;31.333724;6.175000;25.000000
977600;12.850000;2.753033;4.808333;62.581064;3.400699;31.333724;6.175000;25.000000
977700;12.850000;2.753033;4.808333;62.581064;3.400696;31.333724;6.175000;25.000000
977800;12.850000;2.753033;4.808333;62.581064;3.400692;31.333724;6.175000;25.000000
977900;12.850000;2.753033;4.808333;62.581064;3.400688;31.333724;6.175000;25.000000
978000;12.850000;2.753033;4.808333;62.581064;3.400684;31.333724;6.175000;25.000000
978100;12.850000;2.753033;4.808333;62.581064;3.400680;31.333724;6.175000;25.000000
978200;12.850000;2.753033;4.808333;62.581064;3.400676;31.333724;6.175000;25.000000
978300;12.850000;2.753033;4.808333;62.581064;3.400672;31.333724;6.175000;25.000000
978400;12.850000;2.753033;4.808333;62.581064;3.400668;31.333724;6.175000;25.000000
978500;12.850000;2.753033;4.808333;62.581064;3.400664;31.333724;6.175000;25.000000
978600;12.850000;2.753033;4.808333;62.581064;3.400660;31.333724;6.175000;25.000000
978700;12.850000;2.753033;4.808333;62.581064;3.400656;31.333724;6.175000;25.000000
978800;12.850000;2.753033;4.808333;62.581064;3.400652;31.333724;6.175000;25.000000
978900;12.850000;2.753033;4.808333;62.581064;3.400648;31.333724;6.175000;25.000000
979000;12.850000;2.753033;4.808333;62.581064;3.400644;31.333724;6.175000;25.000000
979100;12.850000;2.753033;4.808333;62.581064;3.400641;31.333724;6.175000;25.000000
979200;12.850000;2.753033;4.808333;62.581064;3.400637;31.333724;6.175000;25.000000
979300;12.850000;2.753033;4.808333;62.581064;3.400633;31.333724;6.175000;25.000000
979400;12.850000;2.753033;4.808333;62.581064;3.400629;31.333724;6.175000;25.000000
979500;12.850000;2.753033;4.808333;62.581064;3.400625;31.333724;6.175000;25.000000
979600;12.850000;2.753033;4.808333;62.581064;3.400621;31.333724;6.175000;25.000000
979700;12.850000;2.753033;4.808333;62.581064;3.400617;31.333724;6.175000;25.000000
979800;12.850000;2.753033;4.808333;62.581064;3.400613;31.333724;6.175000;25.000000
979900;12.850000;2.753033;4.808333;62.581064;3.400609;31.333724;6.175000;25.000000
980000;12.850000;2.753033;4.808333;62.581064;3.400605;31.333724;6.175000;25.000000
980100;12.850000;2.753033;4.808333;62.581064;3.400601;31.333724;6.175000;25.000000
980200;12.850000;2.753033;4.808333;62.581064;3.400597;31.333724;6.175000;25.000000
980300;12.850000;2.753033;4.808333;62.581064;3.400593;31.333724;6.175000;25.000000
980400;12.850000;2.753033;4.808333;62.581064;3.400590;31.333724;6.175000;25.000000
980500;12.850000;2.753033;4.808333;62.581064;3.400586;31.333724;6.175000;25.000000
980600;12.850000;2.753033;4.808333;62.581064;3.400582;31.333724;6.175000;25.000000
980700;12.850000;2.753033;4.808333;62.581064;3.400578;31.333724;6.175000;25.000000
980800;12.850000;2.753033;4.808333;62.581064;3.400574;31.333724;6.175000;25.000000
980900;12.850000;2.753033;4.808333;62.581064;3.400570;31.333724;6.175000;25.000000
981000;12.850000;2.753033;4.808333;62.581064;3.400566;31.333724;6.175000;25.000000
981100;12.850000;2.753033;4.808333;62.581064;3.400562;31.333724;6.175000;25.000000
981200;12.850000;2.753033;4.808333;62.581064;3.400558;31.333724;6.175000;25.000000
981300;12.850000;2.753033;4.808333;62.581064;3.400554;31.333724;6.175000;25.000000
981400;12.850000;2.753033;4.808333;62.581064;3.400550;31.333724;6.175000;25.000000
981500;12.850000;2.753033;4.808333;62.581064;3.400546;31.333724;6.175000;25.000000
981600;12.850000;2.753033;4.808333;62.581064;3.400542;31.333724;6.175000;25.000000
981700;12.850000;2.753033;4.808333;62.581064;3.400538;31.333724;6.175000;25.000000
981800;12.850000;2.753033;4.808333;62.581064;3.400535;31.333724;6.175000;25.000000
981900;12.850000;2.753033;4.808333;62.581064;3.400531;31.333724;6.175000;25.000000
982000;12.850000;2.753033;4.808333;62.581064;3.400527;31.333724;6.175000;25.000000
982100;12.850000;2.753033;4.808333;62.581064;3.400523;31.333724;6.175000;25.000000
982200;12.850000;2.753033;4.808333;62.581064;3.400519;31.333724;6.175000;25.000000
982300;12.850000;2.753033;4.808333;62.581064;3.400515;31.333724;6.175000;25.000000
982400;12.850000;2.753033;4.808333;62.581064;3.400511;31.333724;6.175000;25.000000
982500;12.850000;2.753033;4.808333;62.581064;3.400507;31.333724;6.175000;25.000000
982600;12.858333;2.750000;4.816667;62.540506;3.393067;31.340370;6.183333;25.000000
982700;12.858333;2.750000;4.816667;62.540506;3.393063;31.340370;6.183333;25.000000
982800;12.858333;2.750000;4.816667;62.540506;3.393059;31.340370;6.183333;25.000000
982900;12.858333;2.750000;4.816667;62.540506;3.393055;31.340370;6.183333;25.000000
983000;12.858333;2.750000;4.816667;62.540506;3.393052;31.340370;6.183333;25.000000
983100;12.866667;2.750000;4.816667;62.564767;3.392917;31.340375;6.191667;25.000000
983200;12.866667;2.750000;4.816667;62.564767;3.392913;31.340375;6.191667;25.000000
983300;12.866667;2.750000;4.816667;62.564767;3.392909;31.340375;6.191667;25.000000
983400;12.866667;2.750000;4.816667;62.564767;3.392905;31.340375;6.191667;25.000000
983500;12.866667;2.750000;4.816667;62.564767;3.392901;31.340375;6.191667;25.000000
983600;12.866667;2.750000;4.816667;62.564767;3.392898;31.340375;6.191667;25.000000
983700;12.866667;2.750000;4.816667;62.564767;3.392894;31.340375;6.191667;25.000000
983800;12.866667;2.750000;4.816667;62.564767;3.392890;31.340375;6.191667;25.000000
983900;12.866667;2.750000;4.816667;62.564767;3.392886;31.340375;6.191667;25.000000
984000;12.866667;2.750000;4.816667;62.564767;3.392882;31.340375;6.191667;25.000000
984100;12.866667;2.750000;4.816667;62.564767;3.392878;31.340375;6.191667;25.000000
984200;12.866667;2.750000;4.816667;62.564767;3.392874;31.340375;6.191667;25.000000
984300;12.866667;2.750000;4.816667;62.564767;3.392870;31.340375;6.191667;25.000000
984400;12.866667;2.750000;4.816667;62.564767;3.392866;31.340375;6.191667;25.000000
984500;12.866667;2.750000;4.816667;62.564767;3.392862;31.340375;6.191667;25.000000
984600;12.866667;2.750000;4.816667;62.564767;3.392858;31.340375;6.191667;25.000000
984700;12.866667;2.750000;4.816667;62.564767;3.392854;31.340375;6.191667;25.000000
984800;12.866667;2.750000;4.816667;62.564767;3.392850;31.340375;6.191667;25.000000
984900;12.866667;2.750000;4.816667;62.564767;3.392846;31.340375;6.191667;25.000000
985000;12.866667;2.750000;4.816667;62.564767;3.392843;31.340375;6.191667;25.000000
985100;12.866667;2.750000;4.816667;62.564767;3.392839;31.340375;6.191667;25.000000
985200;12.866667;2.750000;4.816667;62.564767;3.392835;31.340375;6.191667;25.000000
985300;12.866667;2.750000;4.816667;62.564767;3.392831;31.340375;6.191667;25.000000
985400;12.866667;2.750000;4.816667;62.564767;3.392827;31.340375;6.191667;25.000000
985500;12.866667;2.750000;4.816667;62.564767;3.392823;31.340375;6.191667;25.000000
985600;12.866667;2.750000;4.816667;62.564767;3.392819;31.340375;6.191667;25.000000
985700;12.866667;2.750000;4.816667;62.564767;3.392815;31.340375;6.191667;25.000000
985800;12.866667;2.750000;4.816667;62.564767;3.392811;31.340375;6.191667;25.000000
985900;12.866667;2.750000;4.816667;62.564767;3.392807;31.340375;6.191667;25.000000
986000;12.866667;2.750000;4.816667;62.564767;3.392803;31.340375;6.191667;25.000000
986100;12.866667;2.750000;4.816667;62.564767;3.392799;31.340375;6.191667;25.000000
986200;12.866667;2.750000;4.816667;62.564767;3.392795;31.340375;6.191667;25.000000
986300;12.866667;2.750000;4.816667;62.564767;3.392792;31.340375;6.191667;25.000000
986400;12.866667;2.750000;4.816667;62.564767;3.392788;31.340375;6.191667;25.000000
986500;12.866667;2.750000;4.816667;62.564767;3.392784;31.340375;6.191667;25.000000
986600;12.866667;2.750000;4.816667;62.564767;3.392780;31.340375;6.191667;25.000000
986700;12.866667;2.750000;4.816667;62.564767;3.392776;31.340375;6.191667;25.000000
986800;12.866667;2.750000;4.816667;62.564767;3.392772;31.340375;6.191667;25.000000
986900;12.866667;2.750000;4.816667;62.564767;3.392768;31.340375;6.191667;25.000000
987000;12.866667;2.750000;4.816667;62.564767;3.392764;31.340375;6.191667;25.000000
987100;12.866667;2.750000;4.816667;62.564767;3.392760;31.340375;6.191667;25.000000
987200;12.866667;2.750000;4.816667;62.564767;3.392756;31.340375;6.191667;25.000000
987300;12.866667;2.750000;4.816667;62.564767;3.392752;31.340375;6.191667;25.000000
987400;12.866667;2.750000;4.816667;62.564767;3.392748;31.340375;6.191667;25.000000
987500;12.866667;2.750000;4.816667;62.564767;3.392744;31.340375;6.191667;25.000000
987600;12.866667;2.750000;4.816667;62.564767;3.392740;31.340375;6.191667;25.000000
987700;12.866667;2.750000;4.816667;62.564767;3.392737;31.340375;6.191667;25.000000
987800;12.866667;2.750000;4.816667;62.564767;3.392733;31.340375;6.191667;25.000000
987900;12.866667;2.750000;4.816667;62.564767;3.392729;31.340375;6.191667;25.000000
988000;12.866667;2.750000;4.816667;62.564767;3.392725;31.340375;6.191667;25.000000
988100;12.866667;2.750000;4.816667;62.564767;3.392721;31.340375;6.191667;25.000000
988200;12.866667;2.750000;4.816667;62.564767;3.392717;31.340375;6.191667;25.000000
988300;12.866667;2.750000;4.816667;62.564767;3.392713;31.340375;6.191667;25.000000
988400;12.866667;2.750000;4.816667;62.564767;3.392709;31.340375;6.191667;25.000000
988500;12.866667;2.750000;4.816667;62.564767;3.392705;31.340375;6.191667;25.000000
988600;12.866667;2.750000;4.816667;62.564767;3.392701;31.340375;6.191667;25.000000
988700;12.866667;2.750000;4.816667;62.564767;3.392697;31.340375;6.191667;25.000000
988800;12.866667;2.750000;4.816667;62.564767;3.392693;31.340375;6.191667;25.000000
988900;12.866667;2.750000;4.816667;62.564767;3.392689;31.340375;6.191667;25.000000
989000;12.866667;2.750000;4.816667;62.564767;3.392685;31.340375;6.191667;25.000000
989100;12.866667;2.750000;4.816667;62.564767;3.392682;31.340375;6.191667;25.000000
989200;12.866667;2.750000;4.816667;62.564767;3.392678;31.340375;6.191667;25.000000
989300;12.866667;2.750000;4.816667;62.564767;3.392674;31.340375;6.191667;25.000000
989400;12.866667;2.750000;4.816667;62.564767;3.392670;31.340375;6.191667;25.000000
989500;12.866667;2.750000;4.816667;62.564767;3.392666;31.340375;6.191667;25.000000
989600;12.866667;2.750000;4.816667;62.564767;3.392662;31.340375;6.191667;25.000000
989700;12.866667;2.750000;4.816667;62.564767;3.392658;31.340375;6.191667;25.000000
989800;12.866667;2.750000;4.816667;62.564767;3.392654;31.340375;6.191667;25.000000
989900;12.866667;2.750000;4.816667;62.564767;3.392650;31.340375;6.191667;25.000000
990000;12.866667;2.750000;4.816667;62.564767;3.392646;31.340375;6.191667;25.000000
990100;12.866667;2.750000;4.816667;62.564767;3.392642;31.340375;6.191667;25.000000
990200;12.866667;2.750000;4.816667;62.564767;3.392638;31.340375;6.191667;25.000000
